0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,33
34,0
35,35
36,36
37,37
38,38
39,39
40,40
41,41
42,0
43,43
44,44
45,45
46,0
47,0
48,48
49,49
50,50
51,51
52,52
53,53
54,54
55,55
56,56
57,57
58,0
59,59
60,0
61,61
62,0
63,0
64,64
65,65
66,66
67,67
68,68
69,69
70,70
71,71
72,72
73,73
74,74
75,75
76,76
77,77
78,78
79,79
80,80
81,81
82,82
83,83
84,84
85,85
86,86
87,87
88,88
89,89
90,90
91,91
92,0
93,93
94,94
95,95
96,96
97,97
98,98
99,99
100,100
101,101
102,102
103,103
104,104
105,105
106,106
107,107
108,108
109,109
110,110
111,111
112,112
113,113
114,114
115,115
116,116
117,117
118,118
119,119
120,120
121,121
122,122
123,123
124,0
125,125
126,126
127,127
128,128
129,92307738
130,92307994
131,92308250
132,92308506
133,92308762
134,92309018
135,92309274
136,92309530
137,92309786
138,92310042
139,92310298
140,92310554
141,92310810
142,92311066
143,92311322
144,92311578
145,92311834
146,92312090
147,92312346
148,92312602
149,92312858
150,92313114
151,92313370
152,92313626
153,92313882
154,92314138
155,92314394
156,92314650
157,92314906
158,92315162
159,92315418
160,92315674
161,92315930
162,92316186
163,92316442
164,92316698
165,92316954
166,92317210
167,39041
168,20097
169,92317978
170,92318234
171,92318490
172,92318746
173,92319002
174,92319258
175,92319514
176,35713
177,32129
178,92320282
179,92320538
180,19585
181,92321050
182,63361
183,92321562
184,92321818
185,92322074
186,92322330
187,92322586
188,92322842
189,92323098
190,92323354
191,92323610
192,92323866
193,92324122
194,92324378
195,92324634
196,92324890
197,92325146
198,92325402
199,92325658
200,92325914
201,92326170
202,92326426
203,92326682
204,92326938
205,92327194
206,92327450
207,92327706
208,92327962
209,92328218
210,92328474
211,92328730
212,92328986
213,92329242
214,92329498
215,32385
216,92330010
217,92330266
218,92330522
219,92330778
220,92331034
221,92331290
222,92331546
223,92331802
224,92332058
225,92332314
226,92332570
227,92332826
228,92333082
229,92333338
230,92333594
231,92333850
232,92334106
233,92334362
234,92334618
235,92334874
236,92335130
237,92335386
238,92335642
239,92335898
240,92336154
241,92336410
242,92336666
243,92336922
244,92337178
245,92337434
246,92337690
247,32897
248,92338202
249,92338458
250,92338714
251,92338970
252,92339226
253,92339482
254,92339738
255,92339994
256,75595802
257,75596058
258,75596314
259,75596570
260,75596826
261,75597082
262,75597338
263,75597594
264,75597850
265,75598106
266,75598362
267,75598618
268,75598874
269,75599130
270,75599386
271,75599642
272,75599898
273,75600154
274,75600410
275,75600666
276,75600922
277,75601178
278,75601434
279,75601690
280,75601946
281,75602202
282,75602458
283,75602714
284,75602970
285,75603226
286,75603482
287,75603738
288,75603994
289,75604250
290,75604506
291,75604762
292,75605018
293,75605274
294,75605530
295,75605786
296,75606042
297,75606298
298,75606554
299,75606810
300,75607066
301,75607322
302,75607578
303,75607834
304,75608090
305,75608346
306,75608602
307,75608858
308,75609114
309,75609370
310,75609626
311,75609882
312,75610138
313,75610394
314,75610650
315,75610906
316,75611162
317,75611418
318,75611674
319,75611930
320,75612186
321,75612442
322,75612698
323,75612954
324,75613210
325,75613466
326,75613722
327,75613978
328,75614234
329,75614490
330,75614746
331,75615002
332,75615258
333,75615514
334,75615770
335,75616026
336,75616282
337,75616538
338,75616794
339,75617050
340,75617306
341,75617562
342,75617818
343,75618074
344,75618330
345,75618586
346,75618842
347,75619098
348,75619354
349,75619610
350,75619866
351,75620122
352,75620378
353,75620634
354,75620890
355,75621146
356,75621402
357,75621658
358,75621914
359,75622170
360,75622426
361,75622682
362,75622938
363,75623194
364,75623450
365,75623706
366,75623962
367,75624218
368,75624474
369,75624730
370,75624986
371,75625242
372,75625498
373,75625754
374,75626010
375,75626266
376,75626522
377,75626778
378,75627034
379,75627290
380,75627546
381,75627802
382,75628058
383,75628314
384,92373018
385,92373274
386,92373530
387,92373786
388,92374042
389,92374298
390,92374554
391,92374810
392,92375066
393,92375322
394,92375578
395,92375834
396,92376090
397,92376346
398,92376602
399,92376858
